Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross income,Rating,Datetime
525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,Cash,75.82,3.791,5.8,2019-01-31 13:19:00
689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,Cash,280.62,14.031,6.0,2019-03-11 13:37:00
725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,Credit card,323.2,16.16,10.0,2019-02-20 16:49:00
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet,486.63,24.3315,9.5,2019-01-27 14:55:00
596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,Credit card,127.54,6.377,6.6,2019-03-10 14:04:00
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,Cash,241.44,12.072,8.1,2019-02-15 12:31:00
173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,Cash,379.5,18.975,9.7,2019-01-26 14:51:00
563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,Ewallet,76.82,3.841,7.2,2019-02-13 18:27:00
308-47-4913,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,Credit card,522.6,26.13,6.2,2019-03-09 12:45:00
885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,Ewallet,79.74,3.987,7.3,2019-03-06 10:36:00
726-27-2396,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,Ewallet,387.5,19.375,4.3,2019-01-24 20:36:00
316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,Ewallet,271.35,13.5675,4.6,2019-03-13 14:16:00
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,122.31,6.1155,5.8,2019-03-15 10:26:00
793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,Credit card,246.36,12.318,8.3,2019-03-05 13:30:00
346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,Cash,173.16,8.658,8.0,2019-03-04 16:28:00
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,Credit card,236.58,11.829,9.4,2019-03-25 20:18:00
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,Credit card,184.88,9.244,6.2,2019-03-12 20:04:00
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,Ewallet,13.98,0.699,9.8,2019-02-04 13:38:00
831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,198.75,9.9375,9.6,2019-02-22 10:43:00
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,684.53,34.2265,4.9,2019-02-16 17:30:00
882-40-4577,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,Credit card,269.04,13.452,8.0,2019-01-19 15:28:00
732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,Credit card,68.95,3.4475,7.8,2019-01-11 19:07:00
725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,Cash,274.84,13.742,4.1,2019-01-04 19:01:00
256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,Ewallet,226.12,11.306,5.5,2019-03-04 19:48:00
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,Ewallet,119.1,5.955,5.4,2019-01-28 19:24:00
244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,Cash,342.1,17.105,5.1,2019-01-02 13:00:00
569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,Ewallet,43.74,2.187,6.9,2019-01-25 14:29:00
132-23-6451,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,Cash,104.85,5.2425,7.8,2019-01-04 13:21:00
696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,Ewallet,77.52,3.876,6.6,2019-03-10 18:55:00
472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,Ewallet,407.44,20.372,9.2,2019-03-22 19:36:00
268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,Ewallet,96.11,4.8055,7.8,2019-01-25 16:28:00
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,Credit card,181.52,9.076,8.7,2019-01-08 13:48:00
186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,Ewallet,81.51,4.0755,9.2,2019-01-22 10:57:00
848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,Ewallet,114.44,5.722,8.3,2019-01-12 17:13:00
745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,Cash,176.54,8.827,8.2,2019-02-04 10:23:00
266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,Ewallet,115.8,5.79,7.5,2019-03-28 13:57:00
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,Cash,252.15,12.6075,9.8,2019-01-23 13:29:00
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card,972.1,48.605,8.7,2019-02-08 13:00:00
301-81-8610,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,Credit card,203.36,10.168,6.7,2019-03-19 19:42:00
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,Cash,16.28,0.814,5.0,2019-03-09 15:36:00
198-84-7132,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,Cash,365.49,18.2745,7.0,2019-01-02 13:40:00
269-10-8440,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,Cash,372.19,18.6095,8.9,2019-01-21 18:01:00
650-98-6268,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,Credit card,62.61,3.1305,8.0,2019-03-20 13:53:00
741-73-3559,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash,336.35,16.8175,6.9,2019-02-27 17:27:00
325-77-6186,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,906.5,45.325,7.3,2019-03-08 10:53:00
286-75-7818,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card,138.16,6.908,6.9,2019-01-31 19:48:00
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,Ewallet,86.54,4.327,5.7,2019-03-08 16:53:00
459-50-7686,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,Ewallet,140.76,7.038,6.4,2019-01-13 19:14:00
616-87-0016,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,Credit card,668.78,33.439,9.6,2019-03-09 14:36:00
837-55-7229,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card,47.44,2.372,6.8,2019-02-22 18:19:00
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,Ewallet,893.16,44.658,9.0,2019-03-19 19:09:00
257-73-1380,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,Ewallet,331.72,16.586,9.6,2019-01-20 16:51:00
345-08-4992,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,Credit card,203.94,10.197,7.7,2019-03-08 15:37:00
549-96-4200,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,Ewallet,68.16,3.408,7.0,2019-03-08 20:15:00
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card,326.88,16.344,6.5,2019-02-07 14:38:00
450-28-2866,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,Cash,87.2,4.36,8.1,2019-01-15 19:25:00
394-30-3170,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,Credit card,707.44,35.372,4.3,2019-03-22 19:35:00
138-17-5109,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card,802.89,40.1445,6.5,2019-01-15 15:42:00
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,Ewallet,12.78,0.639,9.5,2019-01-08 14:11:00
301-11-9629,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,Cash,133.7,6.685,9.7,2019-01-15 10:43:00
390-80-5128,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card,19.15,0.9575,9.5,2019-01-28 17:58:00
235-46-8343,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,Credit card,276.6,13.83,8.9,2019-02-14 11:26:00
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,Credit card,137.22,6.861,6.5,2019-03-10 17:38:00
296-11-7041,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,Credit card,27.07,1.3535,5.3,2019-01-12 20:07:00
449-27-2918,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,Credit card,39.12,1.956,9.6,2019-03-26 11:02:00
891-01-7034,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,Cash,448.26,22.413,6.7,2019-01-01 19:07:00
744-09-5786,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,Cash,132.06,6.603,7.6,2019-01-02 18:50:00
727-17-0390,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,Ewallet,318.05,15.9025,4.8,2019-03-16 12:43:00
568-88-3448,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,Ewallet,25.0,1.25,5.5,2019-03-03 15:09:00
187-83-5490,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,Cash,83.08,4.154,4.7,2019-01-31 13:47:00
767-54-1907,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,Cash,147.8,7.39,6.9,2019-02-13 16:59:00
710-46-4433,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,Credit card,696.6,34.83,4.5,2019-02-15 14:15:00
533-33-5337,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,Cash,793.9,39.695,6.2,2019-02-07 20:24:00
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,Cash,465.7,23.285,7.6,2019-01-27 13:58:00
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card,35.89,1.7945,7.9,2019-02-23 16:52:00
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,Cash,202.6,10.13,4.5,2019-02-03 15:19:00
234-03-4040,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,Credit card,730.5,36.525,8.7,2019-03-03 12:25:00
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,Cash,295.8,14.79,6.1,2019-02-03 10:02:00
320-32-8842,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,Cash,22.62,1.131,6.4,2019-03-17 18:58:00
470-32-9057,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,Credit card,256.7,12.835,9.1,2019-03-28 15:31:00
878-30-2331,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,Credit card,545.5,27.275,7.1,2019-03-02 11:22:00
440-59-5691,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card,260.05,13.0025,7.7,2019-02-08 13:12:00
554-53-3790,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,Cash,222.12,11.106,4.5,2019-03-22 18:33:00
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,Ewallet,21.58,1.079,7.2,2019-02-09 10:02:00
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,Cash,98.84,4.942,8.4,2019-02-15 11:21:00
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,502.62,25.131,5.4,2019-01-23 12:10:00
340-21-9136,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,Cash,160.2,8.01,9.7,2019-01-25 11:40:00
405-31-3305,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card,431.3,21.565,5.5,2019-02-02 18:31:00
731-59-7531,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,Cash,580.56,29.028,4.6,2019-03-30 17:58:00
676-39-6028,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,Cash,322.2,16.11,6.6,2019-03-30 17:04:00
502-05-1910,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,Credit card,195.54,9.777,6.3,2019-02-25 20:35:00
485-30-8700,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,Credit card,166.3,8.315,4.2,2019-03-18 16:10:00
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,Ewallet,336.28,16.814,4.4,2019-03-07 16:54:00
701-69-8742,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,Ewallet,343.7,17.185,6.7,2019-03-16 10:11:00
575-67-1508,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,Ewallet,38.6,1.93,6.7,2019-01-29 11:26:00
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,Cash,527.76,26.388,8.4,2019-02-02 20:29:00
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,Cash,328.0,16.4,6.2,2019-02-15 12:12:00
674-15-9296,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,Ewallet,185.7,9.285,5.0,2019-01-08 13:05:00
305-18-3552,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash,603.8,30.19,6.0,2019-02-12 16:19:00
493-65-6248,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,Credit card,369.8,18.49,7.0,2019-01-01 19:48:00
438-01-4015,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,Ewallet,197.96,9.898,6.6,2019-03-21 15:25:00
709-58-4068,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,Cash,410.9,20.545,7.3,2019-02-28 14:42:00
795-49-7276,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,Ewallet,148.6,7.43,8.3,2019-03-23 18:59:00
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash,22.96,1.148,4.3,2019-01-30 20:47:00
627-95-3243,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,Ewallet,699.12,34.956,9.8,2019-02-04 13:21:00
686-41-0932,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,Ewallet,69.4,3.47,8.2,2019-03-13 19:48:00
510-09-5628,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,Credit card,196.6,9.83,7.2,2019-03-15 18:20:00
608-04-3797,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,Ewallet,202.56,10.128,8.7,2019-03-05 20:24:00
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,Credit card,121.2,6.06,8.4,2019-03-05 13:44:00
437-53-3084,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,Ewallet,199.78,9.989,7.1,2019-02-26 11:48:00
632-32-4574,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,Cash,607.36,30.368,5.5,2019-03-20 14:14:00
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,Cash,126.44,6.322,8.5,2019-01-01 15:51:00
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,Cash,541.44,27.072,6.2,2019-01-27 11:17:00
401-18-8016,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,Cash,98.13,4.9065,8.9,2019-01-21 17:36:00
420-18-8989,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,Cash,412.16,20.608,9.6,2019-02-02 15:47:00
277-63-2961,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,Credit card,73.97,3.6985,5.4,2019-02-03 15:53:00
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,Ewallet,31.9,1.595,9.1,2019-01-05 12:40:00
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,Ewallet,138.8,6.94,9.0,2019-01-27 19:48:00
282-35-2475,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,Cash,186.62,9.331,6.3,2019-03-25 17:53:00
511-54-3087,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,Credit card,88.45,4.4225,9.5,2019-02-25 16:36:00
726-29-6793,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,Ewallet,193.44,9.672,9.8,2019-01-28 20:54:00
387-49-4215,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,Cash,145.5,7.275,6.7,2019-01-08 12:50:00
862-17-9201,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,Credit card,504.3,25.215,7.7,2019-01-29 10:48:00
291-21-5991,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,Cash,306.45,15.3225,7.0,2019-03-29 14:28:00
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,Credit card,95.7,4.785,5.1,2019-02-09 17:15:00
347-72-6115,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,Credit card,635.18,31.759,6.2,2019-01-16 18:03:00
209-61-0206,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,Ewallet,214.55,10.7275,6.1,2019-01-05 17:29:00
595-27-4851,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,Ewallet,379.96,18.998,9.3,2019-01-27 18:05:00
189-52-0236,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,Cash,696.85,34.8425,7.6,2019-03-14 12:07:00
503-07-0930,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,Credit card,408.73,20.4365,8.2,2019-02-23 19:49:00
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,Ewallet,51.47,2.5735,8.5,2019-03-18 15:52:00
425-85-2085,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,Ewallet,274.3,13.715,9.8,2019-03-29 16:48:00
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,Credit card,196.95,9.8475,8.7,2019-01-22 20:46:00
220-28-1851,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,Ewallet,69.46,3.473,9.7,2019-03-01 18:14:00
600-38-9738,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,Credit card,359.6,17.98,4.3,2019-01-17 15:05:00
734-91-1155,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,Credit card,137.13,6.8565,7.7,2019-03-26 10:34:00
451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,Cash,499.02,24.951,7.3,2019-03-20 11:23:00
609-81-8548,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,Credit card,224.64,11.232,5.9,2019-02-06 13:55:00
133-14-7229,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,Cash,125.74,6.287,5.0,2019-01-01 11:43:00
534-01-4457,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,Credit card,490.26,24.513,8.0,2019-01-27 14:36:00
719-89-8991,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,Ewallet,457.05,22.8525,7.1,2019-02-25 16:03:00
286-62-6248,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,Credit card,156.84,7.842,9.0,2019-01-16 20:03:00
339-38-9982,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,Ewallet,119.72,5.986,6.7,2019-01-13 14:55:00
827-44-5872,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,Credit card,543.6,27.18,6.1,2019-02-07 11:28:00
827-77-7633,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,Cash,882.81,44.1405,9.3,2019-02-17 19:41:00
287-83-1405,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,Ewallet,152.58,7.629,7.0,2019-02-12 19:01:00
435-13-4908,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,Credit card,693.44,34.672,7.2,2019-01-24 18:04:00
857-67-9057,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,Ewallet,229.5,11.475,8.2,2019-02-06 19:20:00
236-27-1144,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,Ewallet,146.79,7.3395,8.4,2019-03-26 10:31:00
892-05-6689,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,Ewallet,141.6,7.08,6.2,2019-03-11 13:28:00
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,Ewallet,116.69,5.8345,7.4,2019-02-07 11:36:00
339-12-4827,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,Credit card,73.96,3.698,5.0,2019-01-05 11:32:00
643-38-7867,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,Ewallet,97.94,4.897,6.9,2019-03-07 11:44:00
308-81-0538,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,Credit card,292.2,14.61,4.9,2019-02-25 17:16:00
358-88-9262,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,Ewallet,524.88,26.244,5.1,2019-02-01 18:43:00
460-35-4390,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,Ewallet,92.04,4.602,9.1,2019-01-22 11:00:00
343-87-0864,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,Credit card,75.88,3.794,7.1,2019-01-03 10:30:00
173-50-1108,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,Credit card,80.72,4.036,5.0,2019-02-13 12:14:00
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,Credit card,112.62,5.631,5.5,2019-01-28 16:43:00
841-18-8232,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,Credit card,71.2,3.56,9.2,2019-01-05 20:40:00
701-23-5550,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,Ewallet,155.24,7.762,4.9,2019-03-19 13:40:00
647-50-1224,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,Ewallet,294.2,14.71,8.9,2019-01-12 16:23:00
541-48-8554,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,Credit card,548.55,27.4275,6.0,2019-01-07 12:08:00
539-21-7227,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,Cash,257.7,12.885,4.2,2019-01-26 17:45:00
213-32-1216,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,Cash,396.36,19.818,7.3,2019-01-23 10:28:00
747-58-7183,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,Ewallet,171.81,8.5905,6.5,2019-02-09 20:31:00
582-52-8065,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,Cash,488.79,24.4395,8.9,2019-02-22 10:49:00
210-57-1719,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,Cash,524.16,26.208,9.7,2019-02-05 12:34:00
399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,Credit card,133.26,6.663,8.6,2019-03-07 10:23:00
134-75-2619,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,Cash,135.24,6.762,6.9,2019-03-25 18:51:00
356-44-8813,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,Credit card,112.44,5.622,7.7,2019-01-20 13:45:00
198-66-9832,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,Cash,144.08,7.204,9.5,2019-02-04 19:38:00
283-26-5248,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,Ewallet,985.2,49.26,4.5,2019-01-30 20:23:00
712-39-0363,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,Ewallet,249.96,12.498,5.6,2019-01-02 15:24:00
218-59-9410,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,Ewallet,217.26,10.863,8.2,2019-03-29 16:54:00
174-75-0888,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,Cash,194.22,9.711,7.3,2019-03-14 12:32:00
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,Credit card,892.0,44.6,4.4,2019-02-11 15:42:00
134-54-4720,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,Ewallet,339.36,16.968,5.7,2019-01-30 13:58:00
760-90-2357,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,Ewallet,447.06,22.353,5.0,2019-03-20 15:08:00
514-37-2845,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,Cash,198.5,9.925,9.0,2019-03-20 13:02:00
698-98-5964,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,Credit card,812.1,40.605,6.3,2019-01-17 13:01:00
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,Credit card,493.3,24.665,9.4,2019-02-03 16:40:00
651-88-7328,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,Cash,591.66,29.583,7.7,2019-01-01 13:55:00
241-11-2261,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,Credit card,559.02,27.951,5.5,2019-01-10 10:33:00
408-26-9866,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,Ewallet,517.86,25.893,4.1,2019-03-02 16:42:00
834-83-1826,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,Credit card,410.2,20.51,7.6,2019-02-25 17:16:00
343-61-3544,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,Cash,266.7,13.335,8.6,2019-01-29 11:48:00
239-48-4278,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,Ewallet,70.91,3.5455,8.3,2019-03-10 19:35:00
355-34-6244,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,Credit card,144.78,7.239,8.1,2019-01-13 19:55:00
550-84-8664,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,Credit card,429.55,21.4775,8.6,2019-03-22 14:33:00
339-96-8318,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,Ewallet,569.17,28.4585,6.3,2019-03-01 19:49:00
458-61-0011,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,Cash,241.2,12.06,5.8,2019-02-20 18:43:00
592-34-6155,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,Ewallet,127.08,6.354,6.2,2019-01-14 14:43:00
